Country,used_lags,differenced,stable,roots_modulus_max,LB_p_yield,LB_p_infl,IRF_yield<-infl_peak,IRF_yield<-infl_cum,Forecast_dYield_last-0,Forecast_avg_yield,error,IRF_yield<-infl_peak_z,Forecast_dYield_last-0_z,Forecast_avg_yield_z,score
United Kingdom,2.0,True,False,1.3340585516955046,0.9770761888960561,0.5432390178121371,0.15047048191503382,0.04485048246254239,4.003309717749787,6.5454622306855486,,-0.8680250188353524,0.1472921647253558,0.4565318047117913,0.4589670833039243
Japan,1.0,True,False,9.506316483852538,0.6467743497763243,0.9989457198087923,0.2480818999773934,-0.10948531329795436,1.7733775125805176,1.9292835037064213,,-0.6044797070913372,-1.2960463824857469,-1.463222578182676,0.3961230633941882
United States,2.0,True,False,1.2223444255080507,0.9833488133980481,0.16300680261948486,0.2287070733727754,-0.009642674491164308,2.7527654157130055,5.966368746928807,,-0.6567906438532456,-0.6621310060512106,0.21570116982969054,0.21850795113576713
Germany,2.0,True,False,3.5104636639436415,0.5587169918146686,0.19850282048276346,0.978268628463746,-0.6101690556439723,5.687631587225677,4.46664375579754,,1.366983189465895,1.2374807697823793,-0.4079973035491186,-0.4910942990132374
Spain,2.0,True,False,3.125479444645367,0.1796161655930783,0.17961616559307708,0.7543117146642694,0.332001738135097,4.661645573029983,8.330745535850353,,0.7623121803140398,0.5734044540292218,1.1989869071903116,-0.5825037988206418
